Country Name,Country Code,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
娆ф床涓庝腑浜氬湴鍖猴紙涓嶅寘鎷珮鏀跺叆锛?ECA,NY.GDP.PCAP.CD,,1526.97979,1768.778037,2245.297839,2876.768379,3566.868996,4129.79367,5187.17828,6167.503829,5103.744341,5994.384834,6762.379471,7072.258247,7646.123413,7272.884448,6282.673041,5977.234888,6111.817064,5952.352265,6020.750795,5733.538812,6623.50479,7247.734917,8548.010378,
娆ф床涓庝腑浜氬湴鍖?ECS,NY.GDP.PCAP.CD,638.4677112,11749.49714,12843.69967,15577.40775,18105.81526,19219.88628,20756.97262,24183.35542,26512.67649,23249.13119,23699.49514,26241.04351,25165.12693,26175.77032,26425.75248,22657.30949,22476.26688,23755.7381,25340.15366,24958.38598,24091.34169,27591.24375,27731.76954,29789.15403,
鍘勭摐澶氬皵,ECU,NY.GDP.PCAP.CD,1382.234218,1791.303597,2059.158554,2315.622152,2586.209147,2909.02606,3243.670104,3478.924888,4194.757507,4053.363311,4520.30959,5153.691642,5634.083932,6109.290315,6405.799793,5976.159681,5917.637713,6233.322448,6303.918925,6205.057595,5463.645096,6075.802657,6540.998245,6609.804082
闃挎媺浼焹鍙婂叡鍜屽浗,EGY,NY.GDP.PCAP.CD,1366.092744,1295.137418,1116.828846,1031.275563,991.2556891,1104.803407,1298.979002,1547.741707,1896.215943,2161.639646,2455.081946,2590.643849,2996.067707,3025.525636,3133.391023,3306.981594,3270.628777,2395.103333,2484.703156,2962.98892,3511.11381,3827.354154,4233.307837,3457.456916
娆ф床璐у竵鑱旂洘,EMU,NY.GDP.PCAP.CD,20039.40027,20289.82937,22049.34824,27017.62091,30816.54015,31800.44303,33671.9314,38580.6162,42222.57824,38519.97018,37555.17227,40651.69334,37558.51846,39109.1766,39926.34434,34415.61535,35178.85027,37181.1343,40068.52155,39217.384,38241.57565,42978.88179,41454.16602,45130.12405
鍘勭珛鐗归噷浜?ERI,NY.GDP.PCAP.CD,,325.4091615,304.7757565,348.9503271,426.8409479,412.7530792,447.9974047,480.4476237,490.066956,642.9257229,539.6995121,688.6816596,,,,,,,,,,,,,
瑗跨彮鐗?ESP,NY.GDP.PCAP.CD,407.9630279,15368.2338,17111.06851,21522.0171,24925.02678,26450.95301,28421.68653,32652.01559,35603.24833,32279.82085,30658.74223,31824.62191,28456.44382,29218.91052,29694.88749,25969.83831,26740.68518,28367.93926,30592.12648,29776.20115,27230.35999,30817.68286,30287.36576,33509.0128,
鐖辨矙灏间簹,EST,NY.GDP.PCAP.CD,4070.609024,4502.66615,5343.183108,7205.407033,8916.072827,10414.63812,12641.4801,16745.4308,18205.90641,14712.44942,14663.7041,17555.54552,17568.2138,19310.38749,20581.7899,17722.15577,18666.37365,20851.52235,23618.13613,24021.25014,23933.99394,27953.76702,28451.14778,30133.30445
鍩冨淇勬瘮浜?ETH,NY.GDP.PCAP.CD,75.33960907,118.4572043,109.5938136,116.8004911,133.1698125,158.2434581,189.3457375,237.146256,316.4104751,368.5747123,330.6194128,343.0249424,452.1010319,484.0398331,549.9865771,621.8456738,696.1958847,745.6324492,747.9681436,828.7089723,905.3131758,910.9478403,1011.073286,1272.016282,
娆ф床鑱旂洘,EUU,NY.GDP.PCAP.CD,16975.91504,17230.65037,18799.09543,23025.75561,26377.60338,27444.18123,29217.95385,33729.27359,37203.13725,33670.62667,33164.00485,36020.48635,33378.82742,34803.34614,35539.2021,30716.62957,31404.4306,33327.66749,36002.56405,35341.57033,34635.48959,39180.37584,37948.95054,41422.79997
鑴嗗急鍜屽彈琛濈獊褰遍熆鐨勬儏娉佷笅,FCS,NY.GDP.PCAP.CD,751.402387,718.6829537,684.3644992,702.9705229,870.4271346,1074.749889,1314.212802,1573.221083,1963.209854,1735.216052,2009.659004,2047.73072,2235.799786,2267.604041,2351.212735,1810.689302,1632.337453,1702.908452,1819.003021,1890.22007,1680.968847,1753.547754,1892.622706,1830.332718
鑺叞,FIN,NY.GDP.PCAP.CD,24335.92251,24965.203,26989.38926,32920.08572,37768.13342,39049.87038,41214.01878,48473.02401,53769.47262,47478.34953,46506.2919,51060.32426,47551.67408,49691.01452,50073.77608,42560.34568,43451.25624,46085.01747,49654.2497,48358.18078,48828.68469,53099.13514,50438.4754,52925.68976
鏂愭祹,FJI,NY.GDP.PCAP.CD,1995.720712,1944.997415,2136.567941,2655.580796,3097.190967,3377.69127,3455.105999,3762.746928,3899.922315,3164.132754,3449.144529,4139.602886,4341.403387,4572.443775,5293.356791,5097.531088,5363.790256,5826.848141,6085.419792,5950.828686,4844.42129,4696.171019,5405.030074,5888.736686
娉曞浗,FRA,NY.GDP.PCAP.CD,22340.59395,22331.79483,24144.5727,29479.52221,33644.92822,34696.37183,36431.56589,41486.19078,45464.81814,41728.08842,40694.82117,43929.78409,40863.58144,42669.17951,43148.04593,36702.43237,37024.21571,38687.16264,41418.17665,40408.28486,39169.8606,43725.09995,41082.81193,44690.93454
娉曠綏缇ゅ矝,FRO,NY.GDP.PCAP.CD,23322.75934,24879.77296,26937.65056,31269.6032,35647.54404,36389.08164,41743.68128,48348.73937,51287.89111,47059.19473,47923.15154,51618.99078,50261.96163,55758.20837,60172.06325,52635.03755,56875.28038,59384.98621,62524.03874,63064.63431,62236.08666,68736.50561,66108.73365,71717.70422
瀵嗗厠缃楀凹瑗夸簹鑱旈偊,FSM,NY.GDP.PCAP.CD,2081.966013,2144.537,2156.705322,2185.80309,2146.401608,2246.453703,2289.751556,2336.978522,2415.59356,2596.261474,2761.243258,2890.50493,3033.169895,2933.883334,2945.41496,2911.16211,2979.601192,3279.10779,3566.586904,3572.659183,3353.88943,3493.872286,3835.381843,4084.169404
鍔犺摤,GAB,NY.GDP.PCAP.CD,3982.906201,3835.757183,3966.480019,4710.748628,5465.791936,6547.87614,6847.009857,8003.542897,9688.645197,7290.575261,8356.74662,10219.11393,9296.965879,9197.701063,9201.362766,7047.126546,6677.070039,6921.733731,7624.277523,7441.178647,6605.803461,8181.409141,8409.207415,7802.836596
鑻卞浗,GBR,NY.GDP.PCAP.CD,28280.92679,27906.5695,30077.74143,34442.68754,40366.88867,42104.78844,44512.45903,50397.6855,47396.12021,38744.13169,39598.95712,42109.64188,42497.3405,43426.29814,47439.61659,44964.39114,40985.23514,40572.12148,43203.81411,42662.53537,40201.68124,46896.86624,45935.92765,49463.85546
鏍奸瞾鍚変簹,GEO,NY.GDP.PCAP.CD,749.908535,801.9838371,853.5261719,1010.031516,1305.047486,1642.783594,1996.020133,2635.366503,3324.753721,2822.689397,3281.729309,4119.668183,4530.695334,4712.002294,4830.334862,4086.622347,4143.401257,4418.752065,4804.054604,4741.283272,4300.857013,5083.606955,6729.846599,8283.669602
鍔犵撼,GHA,NY.GDP.PCAP.CD,253.7469362,263.5421565,297.4616447,358.3992714,406.1321053,478.6119092,906.4410276,1050.124615,1182.657613,1047.704301,1263.892518,1507.435732,1543.775242,2294.025645,1953.645136,1721.699644,1913.186733,2012.970258,2196.612906,2186.189241,2196.547893,2445.500818,2240.279451,2260.287413
鍑犲唴浜?GIN,NY.GDP.PCAP.CD,,483.0851202,495.9160736,566.4854059,584.8977405,463.1776869,446.9805541,650.1485753,703.5328258,662.1859147,659.2353262,636.6949587,699.3533772,748.4550208,765.1469994,747.3569668,711.9965098,833.5986217,933.2736156,1031.341465,1053.660977,1244.965505,1416.59612,1541.040509,
鍐堟瘮浜?GMB,NY.GDP.PCAP.CD,,459.8030684,376.531027,308.7191234,593.2853463,616.4836579,614.5443079,724.7264072,859.1276714,774.8880309,801.0333727,710.6084115,692.5793616,653.8627133,568.0045356,619.5363643,650.0565013,642.5226413,696.219807,738.186752,720.3351434,781.8909252,836.2448759,888.1574077,
鍑犲唴浜氭瘮缁嶅叡鍜屽浗,GNB,NY.GDP.PCAP.CD,316.945495,327.138432,362.0345746,419.7848661,431.3765577,463.0739627,448.5130755,519.0697898,640.2103311,583.1900201,600.1942985,719.5395735,635.4616533,654.3045344,652.022501,645.0668372,679.6653866,783.1231866,808.5316132,807.359904,817.7803357,900.4077808,853.281304,951.2427483
璧ら亾鍑犲唴浜?GNQ,NY.GDP.PCAP.CD,,1948.611459,2264.210656,2930.601837,4901.301274,8673.902609,10184.88412,12616.95329,18210.5553,13232.50194,13720.16587,17198.21367,17308.57239,16304.07132,15548.66247,9068.910032,7453.197979,7809.104657,8102.470848,6804.149231,5764.055029,6945.630698,7589.299649,6677.793435,
甯岃厞,GRC,NY.GDP.PCAP.CD,11638.20107,12156.95728,13782.19564,18020.61204,21449.25528,22054.13158,24416.0233,28440.76253,31695.83311,29425.45732,26653.0488,25504.78665,21624.34605,21573.34498,21474.72571,17980.72982,17919.24264,18631.99301,19873.40152,19335.3602,17886.73317,20654.7002,20971.83493,23400.72788
鏍兼灄绾宠揪,GRD,NY.GDP.PCAP.CD,4839.828111,4819.507767,4984.474059,5427.963773,5480.261176,6338.560114,6344.038377,6864.548168,7448.204056,6932.564722,6909.601696,6947.381361,7092.719854,7424.802123,7986.334212,8694.12438,9221.234611,9751.426612,10083.02128,10462.79292,8968.558901,9622.240505,10474.26529,11246.34512
鏍奸櫟鍏?GRL,NY.GDP.PCAP.CD,,19275.43397,20652.8417,27459.87533,32023.68205,32489.72773,35458.2543,39780.94414,44366.78587,44918.84138,43988.52803,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54693.07668,57116.29577,,,
鍗卞湴椹媺,GTM,NY.GDP.PCAP.CD,1648.96579,1537.686636,1669.335175,1722.547019,1840.911849,2046.466117,2225.123475,2458.815739,2763.059882,2611.646328,2805.259602,3168.983706,3286.619593,3444.159718,3689.144725,3893.505218,4060.137556,4324.996079,4352.946518,4511.997552,4477.617618,4913.947129,5358.089638,5762.821746
鍏冲矝,GUM,NY.GDP.PCAP.CD,,,20909.95903,21877.31784,23618.82669,25631.97761,25709.93515,26605.43242,28112.23166,29054.05812,29719.79678,29926.20524,31653.75065,32530.75931,33900.14865,35165.70146,35930.65949,36779.00789,37195.95031,39274.94314,36482.9364,38074.87937,41833.15171,
鍦簹閭?GUY,NY.GDP.PCAP.CD,299.0746458,931.5747238,950.8669325,973.7425981,1033.310309,1084.065414,3135.605535,3608.286852,4008.962867,4209.132306,4581.761797,4947.221706,5444.397519,5556.912312,5472.688205,5640.415606,5870.878238,6178.665044,6048.386972,6405.824434,6775.709391,9860.872334,17913.49101,20765.35036,
楂樻敹鍏ュ浗瀹?HIC,NY.GDP.PCAP.CD,1204.643518,22119.28181,22968.47251,25651.83896,28502.73904,30103.65807,31763.25805,34720.66478,36964.53377,34172.57551,35835.93143,38853.65056,38757.33355,39073.84034,39502.08295,36650.44901,37140.55958,38873.8614,41180.34269,41457.38717,40262.86988,45229.27533,46632.84861,48752.71274,
涓浗棣欐腐鐗瑰埆琛屾斂鍖?HKG,NY.GDP.PCAP.CD,424.0565542,25230.37809,24665.83623,23977.17341,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49770.56424,48826.05277,50531.73854,
娲兘鎷夋柉,HND,NY.GDP.PCAP.CD,1092.564007,1132.164875,1132.499653,1156.081627,1215.139954,1304.700392,1425.847801,1577.737892,1732.490627,1781.157036,1893.327227,2073.661211,2126.034747,2081.128435,2179.88172,2271.20266,2307.344684,2413.007656,2464.642415,2502.327443,2307.614943,2735.147515,3003.289968,3231.657245
閲嶅€虹┓鍥?(HIPC),HPC,NY.GDP.PCAP.CD,376.3214783,353.858263,373.0788756,411.0694409,460.4464694,512.7426515,584.531743,678.6664669,784.3456397,756.6602137,799.1850395,861.3492268,868.1549673,947.0744897,974.2521316,909.4943523,893.0105975,931.78788,968.1872953,976.3125476,959.1817376,1040.034107,1100.340765,1231.81257
鍏嬬綏鍦颁簹,HRV,NY.GDP.PCAP.CD,4953.651588,5364.838247,6219.581641,8190.111352,9718.973228,10443.52784,11502.75312,13757.60565,15889.43471,14475.96329,13731.28652,14694.99932,13508.6837,14136.39677,14187.96945,12285.30326,12821.17381,13902.63105,15460.41833,15563.81674,14808.46202,17789.93047,18466.09555,21865.45628
娴峰湴,HTI,NY.GDP.PCAP.CD,820.6000468,748.8211598,720.969568,578.9952911,683.1852982,775.8457041,828.8057003,984.5669834,1094.660584,1196.852871,1209.727335,1312.039536,1361.393966,1457.832212,1460.188986,1411.126847,1318.402682,1395.239452,1496.38049,1352.172042,1290.325387,1835.443941,1760.626357,1705.779055
鍖堢墮鍒?HUN,NY.GDP.PCAP.CD,,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16131.95404,18755.10235,18353.29836,22141.86698,
鍙湁IBRD,IBD,NY.GDP.PCAP.CD,1474.433538,1477.369457,1482.329709,1646.224107,1939.123608,2291.475448,2689.147289,3305.748682,3924.244295,3766.342524,4533.452503,5311.687108,5583.762236,5827.573155,5959.318017,5525.004907,5513.077153,6032.457316,6376.206376,6459.056497,6171.879657,7289.992048,7651.517025,7832.149756
IBRD涓嶪DA,IBT,NY.GDP.PCAP.CD,1249.124171,1245.673614,1252.312783,1387.170522,1626.720859,1912.047929,2238.11252,2730.003213,3228.518332,3090.400078,3693.185549,4299.306686,4504.300205,4699.59848,4807.810768,4458.110831,4431.3044,4816.556697,5071.477806,5125.361189,4884.262425,5707.610643,5974.316584,6075.122993
IDA绺?IDA,NY.GDP.PCAP.CD,109.3493357,441.6158464,464.7379795,511.731752,584.2090551,661.7863668,771.7504442,883.6351757,1027.530089,980.1226111,1104.154616,1219.258317,1257.628914,1340.128859,1413.487017,1346.696932,1313.252079,1354.977107,1405.597172,1430.29037,1370.262578,1460.266755,1545.893118,1510.984397,
IDA娣峰悎,IDB,NY.GDP.PCAP.CD,605.0273251,587.7543753,629.7588009,693.5338882,820.1458999,946.7942539,1145.173797,1292.998154,1475.156954,1341.380979,1534.542403,1710.785605,1858.020474,1976.248372,2099.678521,1953.901452,1787.0344,1796.872873,1856.818763,1865.356055,1713.864579,1827.963106,1944.228147,1687.281337
鍗板害灏艰タ浜?IDN,NY.GDP.PCAP.CD,,732.3070934,881.0029136,1043.210584,1126.840044,1238.214476,1558.315628,1823.219763,2124.554839,2218.485419,3065.683484,3579.464425,3632.27254,3566.602845,3441.068085,3288.222697,3521.469435,3798.883262,3860.953531,4106.948562,3853.702888,4287.17314,4730.745489,4876.314327,
鍙湁IDA,IDX,NY.GDP.PCAP.CD,385.1740659,369.4406413,382.9385791,421.5412454,466.4063333,518.9331389,583.703214,677.0732904,801.1280412,796.7378871,884.9291612,968.3451938,950.9071629,1014.879832,1062.793302,1036.870897,1072.25259,1130.918143,1177.527642,1211.19959,1197.826556,1276.232716,1347.049598,1424.845979
椹仼宀?IMN,NY.GDP.PCAP.CD,,21819.71238,24471.07988,28861.61781,35564.60239,38135.85979,42627.50894,55040.2437,72276.77413,66156.10566,70587.31403,77808.85796,79329.20343,83207.65884,91885.45287,84753.51874,82025.94545,83481.30385,89393.82442,87127.5518,79513.53303,94299.96935,,,
鍗板害,IND,NY.GDP.PCAP.CD,442.7502189,450.3579005,469.149929,544.1431335,624.2588265,710.4880804,801.6683537,1021.887077,992.5195849,1094.949746,1347.519391,1445.461275,1429.321995,1432.843975,1553.883961,1583.998159,1707.508929,1950.104683,1966.254552,2041.428637,1907.042516,2239.613844,2352.613925,2480.792087
鐖卞皵鍏?IRL,NY.GDP.PCAP.CD,706.5510223,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09092,48679.40268,52692.78131,49411.73875,52619.21237,57278.25909,64311.82347,64292.65997,72499.32687,81248.31354,82508.46599,87567.1149,105561.1375,106194.7559,103887.8004,
浼婃湕浼婃柉鍏板叡鍜屽浗,IRN,NY.GDP.PCAP.CD,1650.013858,1881.022666,1891.257561,2208.996366,2672.422665,3132.050819,3618.916014,4687.991663,5377.411507,5415.522806,6291.194437,8025.687434,8114.080998,6222.741948,5672.063729,4952.733555,5477.037124,5753.115447,4631.78709,3831.278948,2988.781224,4334.792686,4405.092915,4465.63767
浼婃媺鍏?IRQ,NY.GDP.PCAP.CD,218.9178025,1435.695684,1266.159613,817.8878625,1328.371576,1762.393604,2276.554357,3128.990103,4542.96609,3714.71206,4461.751962,5775.542291,6477.596185,6650.352822,6249.39227,4440.141893,4334.420964,4759.284644,5646.689321,5671.856863,4295.189451,4868.494311,6504.124284,5565.126446,
鍐板矝,ISL,NY.GDP.PCAP.CD,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,59023.56635,69325.90783,75314.08556,79636.95486
浠ヨ壊鍒?ISR,NY.GDP.PCAP.CD,1449.761409,20907.1143,19034.31757,19629.41451,20546.22917,21226.72139,22502.07222,25635.92684,30176.28651,28381.64494,31338.55689,34433.82261,33236.57312,36929.60422,38230.4954,36123.99079,37556.62729,40997.91102,42233.26103,44140.82894,44679.77158,52255.61591,54930.72616,52642.42675,
鎰忓ぇ鍒?ITA,NY.GDP.PCAP.CD,836.9058503,20571.47877,22463.52221,27618.94177,31425.82087,32171.79337,33684.72004,38031.97095,41095.40634,37388.45371,36184.71187,38851.38813,35235.79891,35747.70795,35750.71975,30387.12932,31126.32469,32554.14668,34746.34414,33812.78872,32091.48666,36852.54254,35635.74422,39003.3161,
鐗欎拱鍔?JAM,NY.GDP.PCAP.CD,423.6740982,3503.550267,3680.645517,3549.707584,3807.562931,4184.439749,4417.001271,4716.486125,5029.800953,4428.381533,4809.97738,5232.636449,5340.833332,5124.213014,4975.11327,5062.895565,5009.794501,5259.313341,5578.103461,5607.243007,4879.440246,5165.33781,6022.153411,6839.725039,
绾︽棪,JOR,NY.GDP.PCAP.CD,1570.610029,1632.29454,1706.267444,1775.676256,1940.086413,2087.870793,2342.634596,2506.205995,3241.652414,3435.833759,3718.465716,3946.855039,4169.504701,4311.219167,4191.180501,4042.756781,3986.71677,4065.616287,4145.439897,4170.1144,4022.040136,4183.499983,4332.251599,4455.505405
鏃ユ湰,JPN,NY.GDP.PCAP.CD,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40040.76551,40058.53733,34017.27181,33766.52683
鍝堣惃鍏嬫柉鍧?KAZ,NY.GDP.PCAP.CD,,1422.273318,1573.552199,1958.020502,2722.474078,3577.35804,5030.134947,6449.439311,8123.547059,6938.011757,8793.0759,11287.14649,12018.79665,13478.45963,12427.70946,10196.12263,7475.566887,8943.084168,9472.485273,9457.126147,8781.507978,9983.601036,11255.33964,12918.86613,
鑲凹浜?KEN,NY.GDP.PCAP.CD,102.8244175,410.7004525,402.9363856,442.8984573,463.6627813,523.4563124,699.8023706,840.2014395,915.5443547,1047.967832,1091.518731,1096.144998,1285.005362,1370.878852,1482.815663,1489.119598,1554.126103,1667.484472,1836.452755,1960.408089,1927.66459,2061.356221,2109.562885,1952.304579,
鍚夊皵鍚夋柉鏂潶,KGZ,NY.GDP.PCAP.CD,279.621767,308.4113267,321.7267754,380.5058288,433.2339157,476.5482398,543.1135125,721.771646,966.3885694,870.1988945,876.9544764,1117.401844,1168.622447,1269.663035,1264.526795,1105.65203,1103.274984,1221.390565,1283.520403,1421.999275,1229.517757,1349.997307,1739.720308,1970.15781
鏌煍瀵?KHM,NY.GDP.PCAP.CD,,327.5009843,350.1472766,386.6911239,444.1990675,525.7973251,612.2526486,731.6922951,866.2839998,875.7489362,952.2746163,1088.981528,1192.80263,1305.660097,1431.563965,1547.320104,1675.195557,1826.353917,2036.673776,2225.877055,2081.739142,2167.403242,2325.0305,2429.748535,
鍩洪噷宸存柉,KIR,NY.GDP.PCAP.CD,845.3675561,718.8337573,810.10895,1020.500502,1083.26859,1161.783727,1123.192683,1352.5783,1410.622495,1316.627346,1522.101102,1771.128945,1843.553469,1772.087069,1736.705301,1639.852743,1742.668124,1853.05113,1912.737981,1750.997509,1769.432118,2253.825001,2075.908441,2106.760004
鍦ｅ熀鑼ㄥ拰灏肩淮鏂?KNA,NY.GDP.PCAP.CD,221.5845861,10022.59192,10453.65871,10175.62954,10944.61837,11783.78672,13837.84953,14757.95798,16604.94486,16503.41193,16622.94579,17832.45729,17532.0559,18580.13019,20219.39542,20328.80035,21387.54155,22464.98996,22901.38164,23595.49232,18859.01904,18361.14497,21011.57442,22573.67248,
澶ч煩姘戝浗,KOR,NY.GDP.PCAP.CD,12257.02066,11561.20717,13165.08362,14672.80575,16496.13162,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35125.5225,32394.68337,33121.37129
绉戝▉鐗?KWT,NY.GDP.PCAP.CD,,17374.23187,18512.7523,22690.65518,27552.28274,36122.61427,42946.63741,45709.41329,55585.18893,37907.10013,39212.27267,49169.6064,52155.22255,49651.04397,44368.78137,29882.21269,27323.68906,29047.65358,32067.96237,31707.87375,25236.07555,34043.54215,40077.23805,33729.79855,
鎷変竵缇庢床涓庡姞鍕掓瘮娴峰湴鍖猴紙涓嶅寘鎷珮鏀跺叆锛?LAC,NY.GDP.PCAP.CD,350.8565849,4121.552994,3661.552015,3690.371986,4151.880368,4958.194768,5713.840174,6667.544888,7617.553348,6979.948067,8634.477129,9973.994714,9826.019886,9978.513581,9914.63937,8337.145994,8011.610156,8843.085346,8504.73822,8305.989468,6940.278963,7996.407761,9129.466627,10180.70552,
鑰佹対,LAO,NY.GDP.PCAP.CD,318.7498522,320.3160054,313.3508171,355.0972162,409.2962983,466.061507,579.3919474,697.3230137,885.7473761,935.0323728,1125.916102,1361.547044,1563.565077,1812.517744,1981.039109,2121.013391,2303.22156,2432.430595,2545.107542,2589.32081,2583.777307,2526.05105,2046.404403,2066.949798
榛庡反瀚?LBN,NY.GDP.PCAP.CD,,4009.559298,4290.852838,4437.715885,4600.683714,4602.198046,4635.251412,5125.2581,5912.045328,7090.854939,7625.810516,7834.962571,8406.984056,8162.379294,7577.64133,7714.11,8089.012088,8608.21085,9174.536662,8905.880055,5561.19167,4045.373911,3654.358455,,
